Country Name,Country Code,Contestant Code,Given Name,Family Name,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank,European Rank
Belarus,BLR,BLR2,Alina,Viarutsina,7,7,2,7,0,3,26,Bronze Medal,,65,43
Belarus,BLR,BLR3,Marina,Ilyina,7,7,7,0,3,2,26,Bronze Medal,,65,43
Belarus,BLR,BLR4,Hanna,Piatryshyna,1,7,7,2,7,1,25,Bronze Medal,,72,48
Brazil,BRA,BRA1,Cecília,Mileski de Paula,1,7,3,0,2,7,20,Bronze Medal,,90,
Brazil,BRA,BRA2,Isabela,Ruthner Dorn,2,1,0,7,1,4,15,Honourable Mention,,120,
Brazil,BRA,BRA3,Bilhana Plamenova,Kochloukova,7,2,0,7,3,1,20,Bronze Medal,,90,
Brazil,BRA,BRA4,Endy Lumy,Okamura Miyashita,0,0,2,5,4,4,15,,,120,
Canada,CAN,CAN1,Kathryn,Dou,7,0,7,7,6,3,30,Silver Medal,,50,
Canada,CAN,CAN2,Yingshan,Xiao,0,7,7,3,7,0,24,Bronze Medal,,75,
Canada,CAN,CAN3,Emma,Tang,7,7,2,7,7,2,32,Silver Medal,,47,
Canada,CAN,CAN4,Cordelia,Hu,2,5,7,3,3,4,24,Bronze Medal,,75,
People's Republic of China,CHN,CHN1,Shuwen,Hu,7,7,7,7,7,7,42,Gold Medal,,1,
People's Republic of China,CHN,CHN2,Lai,Yuan,7,7,7,7,7,7,42,Gold Medal,,1,
People's Republic of China,CHN,CHN3,Sihan,Su,7,7,7,7,7,7,42,Gold Medal,,1,
People's Republic of China,CHN,CHN4,Yiran,Qiu,7,7,7,7,7,7,42,Gold Medal,,1,
Colombia,COL,COL1,Juanita,Giraldo,0,3,0,5,0,1,9,,,148,
Colombia,COL,COL2,Laura,Montes,1,1,0,3,0,0,5,,,173,
Colombia,COL,COL3,Sara,Ramírez,7,0,6,1,0,0,14,Honourable Mention,,126,
Colombia,COL,COL4,Mariana,Ortiz,1,0,0,2,0,0,3,,,187,
Cyprus,CYP,CYP1,Kyriaki,Assou,0,0,0,1,0,2,3,,,187,132
Cyprus,CYP,CYP2,Sofia,Neophytou,0,2,0,3,0,0,5,,,173,122
Cyprus,CYP,CYP3,Qiyue,Wang,0,0,0,3,1,0,4,,,178,126
Cyprus,CYP,CYP4,Varvara,Kechagia,0,0,0,0,0,0,0,,,211,150
Czechia,CZE,CZE1,Anastasia,Bredichina,0,1,7,7,7,2,24,Bronze Medal,,75,50
Czechia,CZE,CZE2,Tereza,Černá,7,7,6,7,1,0,28,Silver Medal,,56,36
Czechia,CZE,CZE3,Alena,Janáčková,7,1,7,7,0,0,22,Bronze Medal,,80,52
Czechia,CZE,CZE4,Tereza,Krejčí,1,0,2,3,7,0,13,Honourable Mention,,128,85
Denmark,DEN,DEN1,Alberte Møller,Frost,0,0,0,1,0,0,1,,,204,144
Denmark,DEN,DEN2,Caroline Tue,Ravnkilde,7,0,0,2,0,0,9,Honourable Mention,,148,100
Denmark,DEN,DEN3,Freja Rytter,Kjelde,7,2,0,7,4,0,20,Bronze Medal,,90,60
Denmark,DEN,DEN4,Maia Reffs,Vistisen,7,1,0,7,1,0,16,Bronze Medal,,114,76
Ecuador,ECU,ECU1,Mia Leonor,Dunn Bertha,0,1,0,3,0,0,4,,,178,
Ecuador,ECU,ECU2,Maria Valentina,Ulloa Masache,0,0,0,0,0,0,0,,,211,
Spain,ESP,ESP1,Irene,Armesto Méndez,1,0,0,7,0,0,8,Honourable Mention,,156,107
Spain,ESP,ESP2,Alèxia,Escudero Ribó,7,1,6,7,7,0,28,Silver Medal,,56,36
Spain,ESP,ESP3,Ariadna,Franch Pérez,0,0,1,0,3,0,4,,,178,126
Spain,ESP,ESP4,Jara,Risco Martín,0,0,2,2,0,1,5,,,173,122
Estonia,EST,EST1,Kirke,Kisand,0,1,0,7,0,0,8,Honourable Mention,,156,107
Estonia,EST,EST2,Liisa,Pata,1,1,0,1,0,0,3,,,187,132
Estonia,EST,EST3,Agnes,Tennisberg,7,0,0,2,0,0,9,Honourable Mention,,148,100
Estonia,EST,EST4,Meriliis,Täht,0,0,0,7,3,0,10,Honourable Mention,,140,93
Finland,FIN,FIN1,Aino,Aulanko,7,7,7,4,7,3,35,Silver Medal,,36,20
Finland,FIN,FIN2,Siiri,Roschier,1,0,0,7,0,0,8,Honourable Mention,,156,107
Finland,FIN,FIN3,Anni,Tapionlinna,7,2,7,7,3,0,26,Bronze Medal,,65,43
Finland,FIN,FIN4,Minea,Tiitinen,0,0,0,7,1,0,8,Honourable Mention,,156,107
France,FRA,FRA1,Madeleine,de Belloy de Saint Liénard,7,1,7,7,0,0,22,Bronze Medal,,80,52
France,FRA,FRA2,Eva,Jacob,1,1,0,2,3,1,8,,,156,107
France,FRA,FRA3,Maryam,Kouhkan,1,5,0,7,7,1,21,Bronze Medal,,85,57
France,FRA,FRA4,Elisa,Zheng,7,1,0,3,2,0,13,Honourable Mention,,128,85
Georgia,GEO,GEO1,Tamar,Peikrishvili,7,1,4,6,7,3,28,Silver Medal,,56,36
Georgia,GEO,GEO2,Kesaria,Chelidze,0,7,2,3,3,1,16,Bronze Medal,,114,76
Georgia,GEO,GEO3,Nino,Chkhaidze,1,2,0,7,0,0,10,Honourable Mention,,140,93
Georgia,GEO,GEO4,Lizi,Kutchava,1,1,0,7,0,1,10,Honourable Mention,,140,93
Germany,GER,GER1,Tina,Ding,7,7,7,7,3,3,34,Silver Medal,,41,25
Germany,GER,GER2,Melia,Haase,1,7,7,4,7,3,29,Silver Medal,,54,35
Germany,GER,GER3,Vera,Lavrova,7,7,7,3,7,7,38,Gold Medal,,18,9
Germany,GER,GER4,Réka Amélie,Wagener,7,7,7,7,7,5,40,Gold Medal,,15,6
Greece,HEL,HEL1,Varvara,Koulourioti,0,0,0,1,0,0,1,,,204,144
Greece,HEL,HEL2,Maria - Eleni,Nikolaou,1,1,0,7,0,1,10,Honourable Mention,,140,93
Greece,HEL,HEL3,Stefania,Spachou,0,2,0,0,0,2,4,,,178,126
Croatia,HRV,HRV1,Barbara,Kelava,1,1,2,7,7,0,18,Bronze Medal,,104,68
Croatia,HRV,HRV2,Stella,Čolo,7,7,7,7,3,7,38,Gold Medal,,18,9
Croatia,HRV,HRV3,Marija Dora,Marodi,1,7,7,7,3,3,28,Silver Medal,,56,36
Croatia,HRV,HRV4,Lara,Semeš,7,2,7,4,6,0,26,Bronze Medal,,65,43
Hungary,HUN,HUN1,Csilla,Fülöp,7,7,7,7,7,5,40,Gold Medal,,15,6
Hungary,HUN,HUN2,Gabriella,Sztranyák,7,7,7,7,7,3,38,Gold Medal,,18,9
Hungary,HUN,HUN3,Panka,Wiener,7,6,7,7,7,1,35,Silver Medal,,36,20
Hungary,HUN,HUN4,Anita,Kercsó-Molnár,6,1,2,3,6,1,19,Bronze Medal,,97,64
India,IND,IND1,Gunjan,Aggarwal,7,7,7,3,4,2,30,Silver Medal,,50,
India,IND,IND2,Sunaina,Pati,1,7,2,7,7,5,29,Silver Medal,,54,
India,IND,IND3,Sanjana Philo,Chacko,7,1,6,4,0,0,18,Bronze Medal,,104,
India,IND,IND4,Bhavya Sree,N. Naga,1,0,1,3,7,0,12,Honourable Mention,,133,
Ireland,IRL,IRL1,Ayushi,Mahajan,0,0,0,7,1,0,8,Honourable Mention,,156,107
Ireland,IRL,IRL2,Xiang,Lian,1,7,0,2,1,0,11,Honourable Mention,,135,91
Ireland,IRL,IRL3,Qingyi,Chen,2,1,4,1,1,0,9,,,148,100
Ireland,IRL,IRL4,Emily,Wolfe,1,1,0,1,6,0,9,,,148,100
Israel,ISR,ISR1,Nogah,Friedman,7,7,7,7,7,7,42,Gold Medal,,1,
Israel,ISR,ISR2,Yaara,Schulman,7,7,7,7,7,1,36,Silver Medal,,33,
Israel,ISR,ISR3,Netta,Ilani,1,1,7,3,6,3,21,Bronze Medal,,85,
Italy,ITA,ITA1,Benedetta,Demoro,1,1,0,3,3,0,8,,,156,107
Italy,ITA,ITA2,Alice,Drera,1,0,4,7,1,0,13,Honourable Mention,,128,85
Italy,ITA,ITA3,Elena,Ghilardi,7,7,2,7,3,7,33,Silver Medal,,42,26
Italy,ITA,ITA4,Matilde,Iannaccone,1,1,0,7,0,4,13,Honourable Mention,,128,85
Japan,JPN,JPN1,Minori,Furukawa,7,1,2,7,7,3,27,Bronze Medal,,63,
Japan,JPN,JPN2,Aya,Nagao,7,7,7,7,7,3,38,Gold Medal,,18,
Japan,JPN,JPN3,Akari,Wada,7,7,0,1,2,2,19,Bronze Medal,,97,
Japan,JPN,JPN4,Mika,Yamanouchi,7,7,0,7,0,0,21,Bronze Medal,,85,
Kazakhstan,KAZ,KAZ1,Merey,Temirzinova,7,7,2,7,0,7,30,Silver Medal,,50,33
Kazakhstan,KAZ,KAZ2,Anastassiya,Odintsova,7,7,2,7,4,1,28,Silver Medal,,56,36
Kazakhstan,KAZ,KAZ3,Amira,Kenbayeva,7,7,0,1,0,7,22,Bronze Medal,,80,52
Kazakhstan,KAZ,KAZ4,Akerke,Nurakhmetova,7,7,0,7,4,3,28,Silver Medal,,56,36
Kosovo,KSV,KSV1,Dora,Lubishtani,0,1,0,2,0,0,3,,,187,132
Kosovo,KSV,KSV2,Era,Januzi,0,0,0,7,0,0,7,Honourable Mention,,168,118
Kosovo,KSV,KSV3,Alketa,Dreshaj,0,1,0,1,0,0,2,,,198,139
Kosovo,KSV,KSV4,Ejota,Elezaj,0,1,0,0,0,0,1,,,204,144
Lithuania,LTU,LTU1,Rugilė,Dzindzalietaitė,1,1,0,2,1,1,6,,,170,120
Lithuania,LTU,LTU2,Deimantė,Grigaliūnaitė,5,0,0,7,7,0,19,Bronze Medal,,97,64
Lithuania,LTU,LTU3,Nikolė,Lavrik,1,1,0,0,3,0,5,,,173,122
Lithuania,LTU,LTU4,Jovilė,Navickaitė,7,1,0,2,0,0,10,Honourable Mention,,140,93
Luxembourg,LUX,LUX1,Louise,Bernier,0,1,0,2,0,0,3,,,187,132
Luxembourg,LUX,LUX2,Lisa,Labatut,0,0,0,0,0,0,0,,,211,150
Luxembourg,LUX,LUX3,Maia,Tanasa,0,2,0,6,0,0,8,,,156,107
Luxembourg,LUX,LUX4,Michèle,Voncken,0,1,0,7,0,0,8,Honourable Mention,,156,107
Latvia,LVA,LVA1,Jūlija,Vaikute,6,7,0,1,2,0,16,Bronze Medal,,114,76
Latvia,LVA,LVA2,Elza,Strumpe,0,1,0,0,1,0,2,,,198,139
Latvia,LVA,LVA3,Ramona,Poreitere,7,7,2,3,0,1,20,Bronze Medal,,90,60
Latvia,LVA,LVA4,Anna,Ugaine,0,1,0,1,0,0,2,,,198,139
Republic of Moldova,MDA,MDA1,Laura,Șestacov,7,0,0,0,1,1,9,Honourable Mention,,148,100
Republic of Moldova,MDA,MDA2,Ana-Maria,Izbas,0,0,0,1,0,0,1,,,204,144
Republic of Moldova,MDA,MDA3,Bianca,Iordachi,7,0,0,2,6,0,15,Honourable Mention,,120,81
Republic of Moldova,MDA,MDA4,Alina,Ostrov,0,1,0,0,3,0,4,,,178,126
Mexico,MEX,MEX1,Andrea Sarahí,Cascante Duarte,2,7,0,2,0,0,11,Honourable Mention,,135,
Mexico,MEX,MEX2,Rosa Victoria,Cantú Rodríguez,7,7,7,3,1,3,28,Silver Medal,,56,
Mexico,MEX,MEX3,Ana Camila,Cuevas González,0,2,0,1,0,3,6,,,170,
Mexico,MEX,MEX4,Andrea,Escalona Contreras,1,7,3,7,1,0,19,Bronze Medal,,97,
North Macedonia,MKD,MKD1,Emilija,Nikolovska,1,1,0,7,5,3,17,Bronze Medal,,109,72
North Macedonia,MKD,MKD2,Ivona,Zikova,0,7,0,0,0,0,7,Honourable Mention,,168,118
North Macedonia,MKD,MKD3,Misha,Veselinski,0,1,0,7,0,0,8,Honourable Mention,,156,107
North Macedonia,MKD,MKD4,Sara,Toshevska,0,1,0,1,0,0,2,,,198,139
Mongolia,MNG,MNG1,Dulguun,Gansukh,7,7,4,1,5,1,25,Bronze Medal,,72,
Mongolia,MNG,MNG2,Undral,Batbayasgalan,7,7,7,2,0,3,26,Bronze Medal,,65,
Mongolia,MNG,MNG3,Amin-Erdene,Munkhbayar,1,7,0,7,0,0,15,Honourable Mention,,120,
Mongolia,MNG,MNG4,Bolor,Naranbaatar,0,7,0,6,0,3,16,Bronze Medal,,114,
Netherlands,NLD,NLD1,Lieke,van Dam,1,7,3,7,0,0,18,Bronze Medal,,104,68
Netherlands,NLD,NLD2,Damaris,ter Haar,7,1,0,6,2,0,16,Bronze Medal,,114,76
Netherlands,NLD,NLD3,Katya,Nikitchenko,7,2,2,3,2,0,16,Bronze Medal,,114,76
Netherlands,NLD,NLD4,Allie,Zong,7,7,0,2,7,1,24,Bronze Medal,,75,50
Norway,NOR,NOR1,Mina Johanne,Heier,1,1,7,2,7,0,18,Bronze Medal,,104,68
Norway,NOR,NOR2,Yuliya,Zabelina,0,1,3,0,0,0,4,,,178,126
Norway,NOR,NOR3,Maryam,Modupeola Omobolanle Idowu,5,1,6,1,0,0,13,,,128,85
Norway,NOR,NOR4,Ingunn,Skoglund,0,0,2,7,0,0,9,Honourable Mention,,148,100
Poland,POL,POL1,Helena,Arendacz,7,7,2,7,7,7,37,Silver Medal,,27,14
Poland,POL,POL2,Mariam,Baghdasaryan,1,7,0,2,2,7,19,Bronze Medal,,97,64
Poland,POL,POL3,Daniela,Spurtacz,7,7,7,7,7,3,38,Gold Medal,,18,9
Poland,POL,POL4,Agata,Stępińska,1,7,2,3,3,3,19,Bronze Medal,,97,64
Romania,ROU,ROU1,Mara Ioana,Zaharia,7,7,2,7,7,7,37,Silver Medal,,27,14
Romania,ROU,ROU2,Gabriela Madalina,Pirvulescu,7,7,7,0,7,7,35,Silver Medal,,36,20
Romania,ROU,ROU3,Aida,Mitroi,7,7,2,7,7,3,33,Silver Medal,,42,26
Romania,ROU,ROU4,Ana,Boiangiu,7,7,7,7,4,7,39,Gold Medal,,17,8
Saudi Arabia,SAU,SAU1,Jana,ALdossari,1,1,7,7,7,0,23,Bronze Medal,,79,
Saudi Arabia,SAU,SAU2,Retaj,ALsaleh,0,2,0,1,0,0,3,,,187,
Saudi Arabia,SAU,SAU3,Farhah,ALameer,0,2,0,1,0,0,3,,,187,
Saudi Arabia,SAU,SAU4,Fatimah,BUalli,0,7,2,0,1,1,11,Honourable Mention,,135,
Serbia,SRB,SRB1,Nina,Šušić,1,7,2,1,7,3,21,Bronze Medal,,85,57
Serbia,SRB,SRB2,Sofija,Jovanović,3,1,0,1,0,0,5,,,173,122
Serbia,SRB,SRB3,Natalija,Pantić,0,1,0,2,0,0,3,,,187,132
Serbia,SRB,SRB4,Sofija,Pavlekić,0,1,0,7,0,0,8,Honourable Mention,,156,107
Switzerland,SUI,SUI1,Aisha,Azhgaliyeva,0,2,3,7,5,0,17,Bronze Medal,,109,72
Switzerland,SUI,SUI2,Anna,Kokorich,7,0,3,7,1,0,18,Bronze Medal,,104,68
Switzerland,SUI,SUI3,Lena,Libort,0,1,7,1,1,2,12,Honourable Mention,,133,90
Switzerland,SUI,SUI4,Evelyn,Ebneter,0,2,0,7,1,0,10,Honourable Mention,,140,93
Slovakia,SVK,SVK1,Alica,Dományová,0,1,7,2,7,0,17,Bronze Medal,,109,72
Slovakia,SVK,SVK2,Lucia,Chladná,1,7,7,7,3,0,25,Bronze Medal,,72,48
Slovakia,SVK,SVK3,Veronika,Chovancová,7,2,2,7,2,0,20,Bronze Medal,,90,60
Slovakia,SVK,SVK4,Eliška,Macáková,7,7,7,3,7,7,38,Gold Medal,,18,9
Slovenia,SVN,SVN1,Katarina,Grilj,7,7,7,4,6,0,31,Silver Medal,,49,32
Slovenia,SVN,SVN2,Kaja,Rajter,1,1,0,7,0,0,9,Honourable Mention,,148,100
Slovenia,SVN,SVN3,Nives,Gošnjak,1,2,0,3,0,0,6,,,170,120
Slovenia,SVN,SVN4,Patricia,Király,0,1,0,2,0,1,4,,,178,126
Slovenia B,SVNB,SVNB1,Ekaterina,Chizhova,1,1,0,2,0,0,4,,,178,
Slovenia B,SVNB,SVNB2,Zara,Barbarić,0,2,0,2,0,0,4,,,178,
Slovenia B,SVNB,SVNB3,Neca,Camlek,0,1,0,7,0,0,8,Honourable Mention,,156,
Slovenia B,SVNB,SVNB4,Ema,Hojan,7,0,2,1,0,0,10,Honourable Mention,,140,
Tajikistan,TJK,TJK1,Anisa,Burieva,7,7,0,7,3,2,26,Bronze Medal,,65,
Tajikistan,TJK,TJK2,Farahnoz,Normurodzoda,3,7,0,0,0,1,11,Honourable Mention,,135,
Tunisia,TUN,TUN1,Safa,Sokkah,0,1,0,1,0,1,3,,,187,
Tunisia,TUN,TUN2,Aicha,Doghri,0,1,0,1,0,0,2,,,198,
Tunisia,TUN,TUN3,Nouha,Jemel,0,0,0,1,0,0,1,,,204,
Türkiye,TUR,TUR1,Sena,Başaran,7,7,7,2,7,3,33,Silver Medal,,42,26
Türkiye,TUR,TUR2,Melek,Güngör,7,7,7,7,7,7,42,Gold Medal,,1,1
Türkiye,TUR,TUR3,Zeynep Berra,Uncu,7,7,7,3,2,7,33,Silver Medal,,42,26
Türkiye,TUR,TUR4,İrem Gülce,Yazgan,7,7,7,7,7,7,42,Gold Medal,,1,1
Ukraine,UKR,UKR1,Yevheniia,Frankevych,7,7,2,7,7,7,37,Silver Medal,,27,14
Ukraine,UKR,UKR2,Polina,Henyk,7,7,7,7,7,7,42,Gold Medal,,1,1
Ukraine,UKR,UKR3,Iryna,Romaniuk,7,7,7,7,7,2,37,Silver Medal,,27,14
Ukraine,UKR,UKR4,Maryna,Spektrova,7,7,7,2,6,7,36,Silver Medal,,33,19
United Kingdom,UNK,UNK1,Aanya,Goyal,7,7,7,2,6,3,32,Silver Medal,,47,31
United Kingdom,UNK,UNK2,Ema,Kobayashi,7,7,7,7,7,0,35,Silver Medal,,36,20
United Kingdom,UNK,UNK3,Elsa,Lin,6,1,0,7,7,0,21,Bronze Medal,,85,57
United Kingdom,UNK,UNK4,Huyền,Phạm,0,7,0,5,3,7,22,Bronze Medal,,80,52
United States of America,USA,USA1,Isabella,Zhu,7,7,7,7,7,7,42,Gold Medal,,1,
United States of America,USA,USA2,Kristie,Sue,7,7,7,7,3,7,38,Gold Medal,,18,
United States of America,USA,USA3,Jessica,Wan,7,7,7,7,7,7,42,Gold Medal,,1,
United States of America,USA,USA4,Vivian,Loh,7,7,7,7,7,7,42,Gold Medal,,1,
