Country Name,Country Code,Contestant Code,Given Name,Family Name,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank,European Rank
Bosnia and Herzegovina,BIH,BIH4,Ilma,Čeljo,7,0,0,6,1,3,17,Bronze Medal,,85,50
Belarus,BLR,BLR1,Milanna,Pahasian,7,7,1,6,7,2,30,Gold Medal,,17,
Belarus,BLR,BLR2,Alina,Viarutsina,7,0,0,7,1,0,15,Bronze Medal,,106,
Belarus,BLR,BLR3,Vera,Hretskaya,2,0,0,6,7,0,15,Bronze Medal,,106,
Belarus,BLR,BLR4,Maryia,Brel,7,1,1,6,0,1,16,Bronze Medal,,97,
Bolivia,BOL,BOL1,Valeria,Cartagena,0,0,0,7,0,0,7,Honourable Mention,,169,
Bolivia,BOL,BOL2,Marisel,Martínez,0,0,0,0,0,0,0,,,212,
Bolivia,BOL,BOL3,Stefany,Gutierrez,0,0,0,0,0,0,0,,,212,
Bolivia,BOL,BOL4,Dalia,Mamani,0,0,0,0,0,0,0,,,212,
Brazil,BRA,BRA1,Cecília,Mileski de Paula,7,4,0,6,1,1,19,Bronze Medal,,74,
Brazil,BRA,BRA2,Endy Lumy,Okamura Miyashita,7,4,0,7,1,1,20,Bronze Medal,,64,
Brazil,BRA,BRA3,Gabriella,Santana Morgado,7,4,0,7,1,1,20,Bronze Medal,,64,
Brazil,BRA,BRA4,Larissa,Lemos Afonso,3,0,1,5,0,0,9,,,153,
Canada,CAN,CAN1,Yifan (Emma),Tang,7,2,0,7,3,1,20,Bronze Medal,,64,
Canada,CAN,CAN2,Jiaqi,Tang,0,2,7,6,7,1,23,Silver Medal,,45,
Canada,CAN,CAN3,Kathryn,Dou,7,3,0,7,4,1,22,Silver Medal,,51,
Canada,CAN,CAN4,Miranda,Zhao,7,5,2,7,2,1,24,Silver Medal,,40,
Costa Rica,CRI,CRI1,Kristel,Acuña García,5,0,0,7,1,0,13,Honourable Mention,,128,
Costa Rica,CRI,CRI2,Jimena,H. Loría,0,0,0,0,0,0,0,,,212,
Costa Rica,CRI,CRI3,Nicole,Lipschitz Kesselman,2,0,1,7,6,1,17,Bronze Medal,,85,
Costa Rica,CRI,CRI4,Victoria,Sandí Barrantes,1,0,0,0,0,0,1,,,206,
Cyprus,CYP,CYP1,Kyriaki,Assou,7,0,0,6,0,0,13,Honourable Mention,,128,69
Cyprus,CYP,CYP2,Georgia,Timotheou,1,0,0,3,0,0,4,,,181,104
Cyprus,CYP,CYP3,Danae,Makridou,7,0,0,7,0,1,15,Bronze Medal,,106,60
Cyprus,CYP,CYP4,Sofia,Neophytou,0,0,0,0,0,0,0,,,212,121
Czechia,CZE,CZE1,Anastasia,Bredikhina,2,0,1,1,3,0,7,,,169,95
Czechia,CZE,CZE2,Veronika,Borková,7,4,0,6,2,1,20,Bronze Medal,,64,39
Czechia,CZE,CZE3,Tereza,Černá,6,0,1,7,2,1,17,Bronze Medal,,85,50
Czechia,CZE,CZE4,Lucie,Reichertová,0,1,0,1,0,0,2,,,195,114
Denmark,DEN,DEN1,Bodil Kondrup,Vedel,3,0,0,7,1,1,12,Honourable Mention,,133,71
Denmark,DEN,DEN2,Freja Rytter,Kjelde,1,0,0,7,0,0,8,Honourable Mention,,161,89
Denmark,DEN,DEN3,Katinka Maria,Grønnegaard,1,0,0,3,0,0,4,,,181,104
Denmark,DEN,DEN4,Ronja Amalie,Østergaard,1,0,0,0,0,0,1,,,206,119
Ecuador,ECU,ECU1,María José,Indacochea Rosado,2,0,0,0,0,0,2,,,195,
Ecuador,ECU,ECU2,Jovanna,Apráez Enríquez,0,0,0,0,0,0,0,,,212,
Ecuador,ECU,ECU3,María José,Salazar Macías,0,0,0,0,0,1,1,,,206,
Ecuador,ECU,ECU4,María Roberta,Camacho Vaca,0,0,0,0,0,0,0,,,212,
Spain,ESP,ESP1,Raquel,Trull Baguena,1,0,0,7,2,0,10,Honourable Mention,,145,79
Spain,ESP,ESP2,Marta,Cano Cagigas,7,0,2,6,5,1,21,Bronze Medal,,56,33
Spain,ESP,ESP3,Mencía,Diaz de Cerio Ruiz de Lobera,0,0,0,7,0,0,7,Honourable Mention,,169,95
Spain,ESP,ESP4,Daminika,Sobal,1,0,1,2,1,0,5,,,178,101
Finland,FIN,FIN1,Aino,Aulanko,1,0,0,6,1,0,8,,,161,89
Finland,FIN,FIN2,Siiri,Roschier,2,0,0,0,0,0,2,,,195,114
Finland,FIN,FIN3,Anni,Tapionlinna,0,0,0,6,1,0,7,,,169,95
Finland,FIN,FIN4,Minea,Tiitinen,0,0,0,1,2,0,3,,,189,111
France,FRA,FRA1,Hannah,Faucheu,7,0,3,7,3,1,21,Bronze Medal,,56,33
France,FRA,FRA2,Maryam,Kouhkan,7,7,0,7,5,0,26,Silver Medal,,32,17
France,FRA,FRA3,Alice,Tosel,0,0,0,7,4,0,11,Honourable Mention,,138,75
France,FRA,FRA4,Amélie,Triqueneaux,7,3,0,7,3,1,21,Bronze Medal,,56,33
Georgia,GEO,GEO1,Tamar,Peikrishvili,7,0,1,7,7,0,22,Silver Medal,,51,30
Georgia,GEO,GEO2,Lizi,Kutchava,1,0,0,7,1,0,9,Honourable Mention,,153,84
Georgia,GEO,GEO3,Ana,Makharadze,4,0,0,1,0,0,5,,,178,101
Georgia,GEO,GEO4,Kesaria,Chelidze,7,0,0,7,3,2,19,Bronze Medal,,74,44
Germany,GER,GER1,Olesia,Gaiduk,0,5,7,7,7,1,27,Silver Medal,,28,13
Germany,GER,GER2,Anna,Leeb,7,0,0,7,1,0,15,Bronze Medal,,106,60
Germany,GER,GER3,Ruth,Plümer,7,2,0,0,7,1,17,Bronze Medal,,85,50
Germany,GER,GER4,Réka Amélie,Wagener,7,7,0,7,7,3,31,Gold Medal,,15,5
Greece,HEL,HEL1,Petroula,Tzartzi,0,0,0,2,0,1,3,,,189,
Greece,HEL,HEL2,Alexandra,Vasilopoulou,7,0,0,1,0,1,9,Honourable Mention,,153,
Greece,HEL,HEL3,Stefania,Spachou,0,1,0,1,0,2,4,,,181,
Greece,HEL,HEL4,Vasiliki,Stamatelou,7,0,0,0,1,0,8,Honourable Mention,,161,
Croatia,HRV,HRV1,Stella,Čolo,7,3,0,7,1,5,23,Silver Medal,,45,28
Croatia,HRV,HRV2,Lana,Milani,1,0,1,7,1,1,11,Honourable Mention,,138,75
Croatia,HRV,HRV3,Petra,Grubišić,7,0,0,6,0,1,14,Honourable Mention,,118,66
Croatia,HRV,HRV4,Barbara,Kelava,0,2,0,7,2,1,12,Honourable Mention,,133,71
Hungary,HUN,HUN1,Csilla,Fülöp,7,3,7,7,7,1,32,Gold Medal,,12,3
Hungary,HUN,HUN2,Gabriella,Sztranyák,0,0,5,7,7,2,21,Bronze Medal,,56,33
Hungary,HUN,HUN3,Anita Dalma,Páhán,7,3,3,7,3,1,24,Silver Medal,,40,24
Hungary,HUN,HUN4,Leila,Nagy,7,2,0,1,7,2,19,Bronze Medal,,74,44
Hungary B,HUNB,HUNB1,Anita,Kercsó-Molnár,7,3,0,7,7,1,25,Silver Medal,,35,
Hungary B,HUNB,HUNB2,Dalma,Somogyi,7,3,1,7,3,1,22,Silver Medal,,51,
Hungary B,HUNB,HUNB3,Éva,Ungár,7,1,0,7,0,1,16,Bronze Medal,,97,
Hungary B,HUNB,HUNB4,Ninett,Beinschroth,6,0,0,6,1,1,14,,,118,
India,IND,IND1,Ananya Rajas,Ranade,7,6,0,6,1,1,21,Bronze Medal,,56,
India,IND,IND2,Anushka,Aggarwal,7,3,1,7,2,1,21,Bronze Medal,,56,
India,IND,IND3,Gunjan,Aggarwal,7,3,0,7,1,1,19,Bronze Medal,,74,
India,IND,IND4,Sanika,Borade,7,0,0,7,2,1,17,Bronze Medal,,85,
Ireland,IRL,IRL1,Sofia,Babic,1,0,0,0,1,0,2,,,195,114
Ireland,IRL,IRL2,Ayushi,Mahajan,1,0,0,2,1,0,4,,,181,104
Ireland,IRL,IRL3,Emily,Wolfe,2,0,0,3,1,0,6,,,176,99
Ireland,IRL,IRL4,Catherine,Ahern,1,0,0,0,0,1,2,,,195,114
Israel,ISR,ISR1,Tamar,Pe'er,2,2,1,7,4,1,17,Bronze Medal,,85,
Israel,ISR,ISR2,Nogah,Friedman,7,7,7,7,7,3,38,Gold Medal,,3,
Israel,ISR,ISR3,Yaara,Schulman,7,0,0,7,2,1,17,Bronze Medal,,85,
Israel,ISR,ISR4,Noga,Labin,0,3,2,7,7,0,19,Bronze Medal,,74,
Italy,ITA,ITA1,Francesca,Busato,7,0,1,7,5,0,20,Bronze Medal,,64,39
Italy,ITA,ITA2,Elena,Ghilardi,7,7,1,7,1,2,25,Silver Medal,,35,20
Italy,ITA,ITA3,Alice,Magnanini,7,1,0,7,1,1,17,Bronze Medal,,85,50
Italy,ITA,ITA4,Daria,Pasqualetti,7,4,0,6,3,6,26,Silver Medal,,32,17
Japan,JPN,JPN1,Shinoa,Kumamoto,1,0,0,7,1,1,10,Honourable Mention,,145,
Japan,JPN,JPN2,Aya,Nagao,7,6,7,7,7,1,35,Gold Medal,,5,
Japan,JPN,JPN3,Shiori,Ohno,1,0,1,6,1,0,9,,,153,
Japan,JPN,JPN4,Yurika,Yasuda,7,0,1,7,4,1,20,Bronze Medal,,64,
Kazakhstan,KAZ,KAZ1,Aizhan,Kenzhebayeva,7,0,2,7,3,1,20,Bronze Medal,,64,39
Kazakhstan,KAZ,KAZ2,Merey,Temirzinova,7,1,1,7,1,3,20,Bronze Medal,,64,39
Kazakhstan,KAZ,KAZ3,Anastassiya,Odintsova,0,0,0,7,3,1,11,Honourable Mention,,138,75
Kazakhstan,KAZ,KAZ4,Aray,Kassenova,1,0,0,7,1,2,11,Honourable Mention,,138,75
Kyrgyzstan,KGZ,KGZ1,Elnura,Anarbai kyzy,2,0,0,0,0,0,2,,,195,
Kyrgyzstan,KGZ,KGZ2,Aizhan,Taalaibek,2,0,0,0,0,0,2,,,195,
Kyrgyzstan,KGZ,KGZ3,Glinova,Varvara,0,0,1,0,1,0,2,,,195,
Kyrgyzstan,KGZ,KGZ4,Samira,Talipova,0,0,0,0,0,1,1,,,206,
Kosovo,KSV,KSV1,Yllkë,Jashari,7,0,0,3,0,0,10,Honourable Mention,,145,79
Kosovo,KSV,KSV2,Marigona,Marku,0,0,0,0,0,0,0,,,212,121
Kosovo,KSV,KSV3,Dora,Lubishtani,0,0,0,0,0,0,0,,,212,121
Kosovo,KSV,KSV4,Blearta,Kodraliu,1,0,0,0,0,0,1,,,206,119
Lithuania,LTU,LTU1,Rugilė,Alkovikaitė,1,0,1,2,0,0,4,,,181,104
Lithuania,LTU,LTU2,Deimantė,Grigaliūnaitė,0,0,0,7,1,0,8,Honourable Mention,,161,89
Lithuania,LTU,LTU3,Nikolė,Lavrik,2,0,0,2,1,0,5,,,178,101
Lithuania,LTU,LTU4,Jovilė,Navickaitė,2,0,0,7,0,0,9,Honourable Mention,,153,84
Latvia,LVA,LVA1,Milana,Komisarova,1,1,0,0,1,0,3,,,189,111
Latvia,LVA,LVA2,Jūlija,Vaikute,5,0,0,7,4,0,16,Bronze Medal,,97,57
Latvia,LVA,LVA3,Agata,Kuzņecova,7,0,0,0,1,1,9,Honourable Mention,,153,84
Latvia,LVA,LVA4,Olita Anastasija,Zadarožnaja,0,0,1,7,1,0,9,Honourable Mention,,153,84
Republic of Moldova,MDA,MDA1,Adelina,Andrei,7,2,0,7,0,7,23,Silver Medal,,45,
Republic of Moldova,MDA,MDA2,Adelina,Patlatîi,7,0,1,7,0,1,16,Bronze Medal,,97,
Republic of Moldova,MDA,MDA3,Daniela,Tărîță,0,0,0,1,1,0,2,,,195,
Republic of Moldova,MDA,MDA4,Bianca,Iordachi,7,0,1,7,0,1,16,Bronze Medal,,97,
Mexico,MEX,MEX1,Ana,Illanes Martínez de la Vega,7,4,0,7,7,3,28,Silver Medal,,24,
Mexico,MEX,MEX2,Andrea,Escalona Contreras,7,0,0,7,1,0,15,Bronze Medal,,106,
Mexico,MEX,MEX3,Cynthia Naely,López Estrada,7,0,1,7,7,1,23,Silver Medal,,45,
Mexico,MEX,MEX4,Rosa Victoria,Cantú Rodríguez,6,1,1,7,3,1,19,Bronze Medal,,74,
North Macedonia,MKD,MKD1,Emilija,Nikolovska,7,0,0,5,0,1,13,Honourable Mention,,128,69
North Macedonia,MKD,MKD2,Marija,Atanasova,7,0,1,1,7,1,17,Bronze Medal,,85,50
North Macedonia,MKD,MKD3,Jasna,Ilieva,7,1,0,7,0,3,18,Bronze Medal,,82,48
North Macedonia,MKD,MKD4,Ivona,Zikova,7,0,0,1,0,0,8,Honourable Mention,,161,89
Mongolia,MNG,MNG1,Undral,Batbayasgalan,7,1,0,7,1,2,18,Bronze Medal,,82,
Mongolia,MNG,MNG2,Suvd,Naranbaatar,7,0,0,6,1,1,15,Bronze Medal,,106,
Mongolia,MNG,MNG3,Misheel,Ankhbayar,7,0,0,3,1,0,11,Honourable Mention,,138,
Mongolia,MNG,MNG4,Bolormaa,Sodgerel,7,0,0,6,0,1,14,Honourable Mention,,118,
Netherlands,NLD,NLD1,Lieke,van Dam,1,0,1,6,1,1,10,,,145,79
Netherlands,NLD,NLD2,Katya,Nikitchenko,1,0,0,7,0,0,8,Honourable Mention,,161,89
Netherlands,NLD,NLD3,Wietske,de Vos,0,0,0,6,0,1,7,,,169,95
Netherlands,NLD,NLD4,Allie,Zong,7,1,0,7,6,1,22,Silver Medal,,51,30
Norway,NOR,NOR1,Zejia,He,1,0,0,1,1,0,3,,,189,111
Norway,NOR,NOR2,Astrid,Mysterud,1,0,0,1,0,0,2,,,195,114
Norway,NOR,NOR3,Karen Birgitta,Hanssen,1,0,0,7,1,1,10,Honourable Mention,,145,79
Norway,NOR,NOR4,Mina Johanne,Heier,1,0,0,6,1,0,8,,,161,89
Peru,PER,PER1,Carla,Fermin,7,7,7,7,5,7,40,Gold Medal,,2,
Peru,PER,PER2,Flor,Luna,7,5,7,7,3,4,33,Gold Medal,,9,
Peru,PER,PER3,Dariam,Caparachin,7,2,7,7,7,4,34,Gold Medal,,6,
Peru,PER,PER4,Jazmin,Chavarri,7,2,0,7,7,0,23,Silver Medal,,45,
Poland,POL,POL1,Marianna,Gołębiewska,7,2,0,3,1,1,14,Honourable Mention,,118,66
Poland,POL,POL2,Maja,Kokot,7,1,0,7,2,7,24,Silver Medal,,40,24
Poland,POL,POL3,Gabriela,Pietras,7,3,1,7,2,2,22,Silver Medal,,51,30
Poland,POL,POL4,Daniela,Spurtacz,7,6,1,7,7,1,29,Gold Medal,,20,8
Romania,ROU,ROU1,Diana,Tolu,7,7,1,7,4,7,33,Gold Medal,,9,2
Romania,ROU,ROU2,Elisa,Ipate,7,2,0,7,7,1,24,Silver Medal,,40,24
Romania,ROU,ROU3,Lucia,Risnoveanu,7,7,1,7,4,1,27,Silver Medal,,28,13
Romania,ROU,ROU4,Cezara,Danciu,7,5,2,7,4,3,28,Silver Medal,,24,11
Saudi Arabia,SAU,SAU1,Rafaa,Qanash,7,0,0,7,5,1,20,Bronze Medal,,64,
Saudi Arabia,SAU,SAU2,Lara,Monagel,7,0,0,3,1,0,11,Honourable Mention,,138,
Saudi Arabia,SAU,SAU3,Joud,Bahuwayni,7,0,0,0,1,2,10,Honourable Mention,,145,
Saudi Arabia,SAU,SAU4,Jana,Aldossari,2,0,0,7,3,0,12,Honourable Mention,,133,
Serbia,SRB,SRB1,Zlata,Stefanović,7,1,0,5,1,0,14,Honourable Mention,,118,
Serbia,SRB,SRB2,Kata,Hristov,7,1,0,6,0,0,14,Honourable Mention,,118,
Serbia,SRB,SRB3,Marija,Mihajlović,7,0,0,6,0,1,14,Honourable Mention,,118,
Serbia,SRB,SRB4,Nevena,Stojković,7,0,0,7,0,1,15,Bronze Medal,,106,
Switzerland,SUI,SUI1,Yanta,Wang,7,7,2,7,1,1,25,Silver Medal,,35,20
Switzerland,SUI,SUI2,Evelyn,Ebneter,4,0,0,7,1,0,12,Honourable Mention,,133,71
Switzerland,SUI,SUI3,Emily,Dikhoff,7,3,0,7,2,0,19,Bronze Medal,,74,44
Switzerland,SUI,SUI4,Moyang,Zhang,1,0,0,3,0,0,4,,,181,104
Slovakia,SVK,SVK1,Alica,Dományová,7,2,0,2,6,1,18,Bronze Medal,,82,48
Slovakia,SVK,SVK2,Viera,Glevitzká,7,0,0,2,0,1,10,Honourable Mention,,145,79
Slovakia,SVK,SVK3,Lucia,Chladná,7,2,0,7,1,0,17,Bronze Medal,,85,50
Slovakia,SVK,SVK4,Eliška,Macáková,7,4,1,7,4,2,25,Silver Medal,,35,20
Slovenia,SVN,SVN1,Neca,Camlek,2,0,0,1,0,1,4,,,181,104
Slovenia,SVN,SVN2,Nives,Gošnjak,7,0,0,1,4,0,12,Honourable Mention,,133,71
Slovenia,SVN,SVN3,Katarina,Grilj,7,5,0,3,0,0,15,Bronze Medal,,106,60
Slovenia,SVN,SVN4,Kaja,Rajter,7,0,0,7,0,0,14,Honourable Mention,,118,66
Syria,SYR,SYR1,Bana,Mahana,7,0,0,6,0,0,13,Honourable Mention,,128,
Syria,SYR,SYR2,Marie-Noelle,Seif Asskar,7,0,0,6,2,1,16,Bronze Medal,,97,
Tajikistan,TJK,TJK1,Farahnoz,Normurodzoda,7,0,0,6,0,1,14,Honourable Mention,,118,
Tajikistan,TJK,TJK2,Mehrona,Sharopova,7,0,0,0,0,0,7,Honourable Mention,,169,
Tajikistan,TJK,TJK3,Saltanat,Sayidova,1,0,0,1,0,0,2,,,195,
Tajikistan,TJK,TJK4,Anisa,Burieva,7,0,0,4,0,3,14,Honourable Mention,,118,
Tunisia,TUN,TUN1,Imen,Ben El Haj Mabrouk,1,0,0,0,0,0,1,,,206,
Tunisia,TUN,TUN2,Maleque,Chouayekh,7,0,0,0,1,0,8,Honourable Mention,,161,
Tunisia,TUN,TUN3,Ibtihel,Aguibi,0,0,0,3,0,0,3,,,189,
Türkiye,TUR,TUR1,Sena,Başaran,7,2,1,7,6,1,24,Silver Medal,,40,24
Türkiye,TUR,TUR2,Cemre,Çetin,7,4,0,7,1,2,21,Bronze Medal,,56,33
Türkiye,TUR,TUR3,Melek,Güngör,7,5,0,7,2,7,28,Silver Medal,,24,11
Türkiye,TUR,TUR4,İrem Gülce,Yazgan,7,7,0,7,7,1,29,Gold Medal,,20,8
Ukraine,UKR,UKR1,Yevheniia,Frankevych,7,5,1,7,5,1,26,Silver Medal,,32,17
Ukraine,UKR,UKR2,Polina,Henyk,7,3,2,7,7,1,27,Silver Medal,,28,13
Ukraine,UKR,UKR3,Yelyzaveta,Horokh,7,7,3,7,7,1,32,Gold Medal,,12,3
Ukraine,UKR,UKR4,Mariia,Mikhnovska,7,0,0,7,0,1,15,Bronze Medal,,106,60
United Kingdom,UNK,UNK1,Tatiana,Mouzykantskii,7,2,0,2,7,1,19,Bronze Medal,,74,44
United Kingdom,UNK,UNK2,Rebekah,Glaze,1,1,0,7,7,0,16,Bronze Medal,,97,57
United Kingdom,UNK,UNK3,Raka,Chattopadhyay,7,2,1,6,0,1,17,Bronze Medal,,85,50
United Kingdom,UNK,UNK4,Eleanor,MacGillivray,7,4,7,7,7,2,34,Gold Medal,,6,1
United States of America,USA,USA1,Jessica,Wan,7,7,7,7,7,7,42,Gold Medal,,1,
United States of America,USA,USA2,Kaylee,Ji,7,5,0,7,7,2,28,Silver Medal,,24,
United States of America,USA,USA3,Isabella,Zhu,7,7,2,7,7,7,37,Gold Medal,,4,
United States of America,USA,USA4,Vivian,Loh,7,3,7,7,7,2,33,Gold Medal,,9,
