Country Name,Country Code,Contestant Code,Given Name,Family Name,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank,European Rank
Denmark,DEN,DEN1,Alexandra Caroline Kähler,Kyed,4,0,0,3,0,0,7,,,178,108
Denmark,DEN,DEN2,Anna Priegel,Rødtjer,2,0,0,0,1,0,3,,,198,125
Denmark,DEN,DEN3,Camilla Skov,Hansen,3,2,0,2,1,0,8,,,168,101
Denmark,DEN,DEN4,Lucca Starup,Jakobsen,4,0,0,0,0,0,4,,,189,117
Spain,ESP,ESP1,Isabel,Arnáiz Vega,5,0,0,0,1,0,6,,,185,113
Spain,ESP,ESP2,Vera,Morancho Bargas,7,2,0,7,7,2,25,Silver Medal,,32,17
Spain,ESP,ESP3,Ariadna,Franch Pérez,7,0,0,0,5,0,12,Honourable Mention,,133,80
Spain,ESP,ESP4,Eulàlia,Gaya Bretones,7,0,0,0,7,0,14,Honourable Mention,,119,72
Estonia,EST,EST1,Anete,Pihlak,3,0,0,0,0,0,3,,,198,125
Estonia,EST,EST2,Paula,Russak,7,0,0,2,0,0,9,Honourable Mention,,161,94
Estonia,EST,EST3,Triinu,Valdvee,2,0,0,0,1,0,3,,,198,125
Estonia,EST,EST4,Maileen,Volberg,3,1,0,0,0,0,4,,,189,117
Finland,FIN,FIN1,Amelie,Hao,4,0,0,7,3,0,14,Honourable Mention,,119,72
Finland,FIN,FIN2,Anni,Tallavaara,2,0,0,0,0,0,2,,,203,129
Finland,FIN,FIN3,Julia,Rintala,1,0,0,1,0,0,2,,,203,129
Finland,FIN,FIN4,Louna,Kiuru,7,0,0,0,1,0,8,Honourable Mention,,168,101
France,FRA,FRA1,Louise,Deloye,5,1,0,7,3,0,16,Bronze Medal,,97,57
France,FRA,FRA2,Ruirong,Li,7,7,1,7,5,0,27,Gold Medal,,21,10
France,FRA,FRA3,Camille,Pawlowski,7,1,0,6,1,0,15,Bronze Medal,,114,68
France,FRA,FRA4,Margot,Sur-Cortier,5,7,1,7,5,0,25,Silver Medal,,32,17
Germany,GER,GER1,Tina,Ding,7,7,7,7,7,0,35,Gold Medal,,5,2
Germany,GER,GER2,Ilsa,Freysoldt,7,7,0,2,5,2,23,Silver Medal,,42,23
Germany,GER,GER3,Vianne,Heinz,7,7,0,0,7,2,23,Silver Medal,,42,23
Germany,GER,GER4,Diana,Reznychenko,7,0,0,7,1,0,15,Bronze Medal,,114,68
Greece,HEL,HEL1,Maria Stefania,Koletta,2,0,0,0,0,0,2,,,203,129
Greece,HEL,HEL2,Lydia,Kratsa,3,0,0,7,2,0,12,Honourable Mention,,133,80
Greece,HEL,HEL3,Ifigeneia,Manolou,2,0,0,0,0,0,2,,,203,129
Greece,HEL,HEL4,Ioanna,Zachou,3,0,0,7,1,0,11,Honourable Mention,,147,88
Croatia,HRV,HRV1,Ita,Blašković,3,1,0,7,2,0,13,Honourable Mention,,127,78
Croatia,HRV,HRV2,Maša,Dobrić,7,3,0,7,7,0,24,Silver Medal,,37,20
Croatia,HRV,HRV3,Mila,Maretić,7,0,1,7,4,0,19,Bronze Medal,,66,36
Croatia,HRV,HRV4,Lana,Milani,3,7,1,7,2,0,20,Silver Medal,,61,33
Hungary,HUN,HUN1,Dorottya,Elekes,7,2,0,7,2,0,18,Bronze Medal,,74,42
Hungary,HUN,HUN2,Réka,Hodossy,6,3,0,7,5,2,23,Silver Medal,,42,23
Hungary,HUN,HUN3,Zsófia,Keresztély,7,6,1,7,5,2,28,Gold Medal,,17,6
Hungary,HUN,HUN4,Yufan,Zhai,6,7,0,7,2,0,22,Silver Medal,,49,27
India,IND,IND1,Sanjana,Chacko,7,4,1,7,7,0,26,Silver Medal,,28,
India,IND,IND2,Shreya Shantanu,Mundhada,7,7,0,7,2,0,23,Silver Medal,,42,
India,IND,IND3,Saee,Patil,4,2,1,7,4,0,18,Bronze Medal,,74,
India,IND,IND4,Shreya,Gupta Ray,7,0,0,7,4,0,18,Bronze Medal,,74,
Ireland,IRL,IRL1,Siobhan,Mc Gale,4,0,0,7,5,0,16,Bronze Medal,,97,57
Ireland,IRL,IRL2,Aifric,Barron,7,0,0,0,2,0,9,Honourable Mention,,161,94
Ireland,IRL,IRL3,Charlotte,Walmsley,7,0,0,2,0,0,9,Honourable Mention,,161,94
Ireland,IRL,IRL4,Siqin,You,2,0,0,7,0,0,9,Honourable Mention,,161,94
Israel,ISR,ISR1,Netta,Ilani,7,7,7,7,7,0,35,Gold Medal,,5,
Israel,ISR,ISR2,Olga,Besova,7,7,1,7,7,2,31,Gold Medal,,11,
Israel,ISR,ISR3,Maayan,Ravid,3,1,0,7,1,0,12,Honourable Mention,,133,
Israel,ISR,ISR4,Maya,Cohen,7,1,0,0,1,2,11,Honourable Mention,,147,
Italy,ITA,ITA1,Barbara,Catino,7,7,3,7,4,0,28,Gold Medal,,17,6
Italy,ITA,ITA2,Giulia,Comini,7,7,0,7,7,0,28,Gold Medal,,17,6
Italy,ITA,ITA3,Matilde,Iannaccone,7,2,7,7,3,0,26,Silver Medal,,28,14
Italy,ITA,ITA4,Anna,Kazhamiakina,7,7,1,7,7,3,32,Gold Medal,,9,3
Japan,JPN,JPN1,Rina,Hatachi,7,2,7,7,7,0,30,Gold Medal,,12,
Japan,JPN,JPN2,Haruka,Kimura,7,0,7,7,4,0,25,Silver Medal,,32,
Japan,JPN,JPN3,Ayune,Masutani,4,1,0,7,2,0,14,Honourable Mention,,119,
Japan,JPN,JPN4,Tong,Gu.,7,7,1,7,3,0,25,Silver Medal,,32,
Kazakhstan,KAZ,KAZ1,Aray,Kassenova,5,1,2,7,1,2,18,Bronze Medal,,74,42
Kazakhstan,KAZ,KAZ2,Anar,Didarbekova,7,1,0,7,1,0,16,Bronze Medal,,97,57
Kazakhstan,KAZ,KAZ3,Aruzhan,Kairat,7,1,0,7,2,0,17,Bronze Medal,,90,52
Kazakhstan,KAZ,KAZ4,Iuliia,Katunina,6,2,1,7,4,0,20,Silver Medal,,61,33
Kyrgyzstan,KGZ,KGZ1,Saikal,Mamarasulova,3,0,0,7,0,0,10,Honourable Mention,,156,
Kyrgyzstan,KGZ,KGZ2,Kamila,Aliyarova,5,0,0,7,0,0,12,Honourable Mention,,133,
Kyrgyzstan,KGZ,KGZ3,Ramilya,Bozova,1,0,0,7,0,0,8,Honourable Mention,,168,
Kyrgyzstan,KGZ,KGZ4,Nuraiym,Mukhamatnabieva,2,0,0,0,1,0,3,,,198,
Kosovo,KSV,KSV1,Jona,Shefkiu,7,0,0,1,0,0,8,Honourable Mention,,168,101
Kosovo,KSV,KSV2,Vesa,Xhymshiti,7,0,0,0,0,0,7,Honourable Mention,,178,108
Kosovo,KSV,KSV3,Anisa,Shabani,2,0,0,0,0,0,2,,,203,129
Kosovo,KSV,KSV4,Entela,Mirena,3,0,0,2,0,0,5,,,187,115
Kosovo B,KSVB,KSVB1,Alba,Pllana,2,0,0,0,0,0,2,,,203,
Kosovo B,KSVB,KSVB2,Bardha,Kurtishi,1,0,0,0,0,0,1,,,211,
Kosovo B,KSVB,KSVB3,Dina,Maliqi,0,0,0,0,0,0,0,,,214,
Kosovo B,KSVB,KSVB4,Erza,Imeraj,1,0,0,0,1,0,2,,,203,
Sri Lanka,LKA,LKA1,Mekayla Akarshani,Fernando,0,0,0,0,0,0,0,,,214,
Sri Lanka,LKA,LKA2,Yuqi,Huang,1,0,0,0,0,0,1,,,211,
Sri Lanka,LKA,LKA3,S. M. Vinuthi Lohansa,Subasinghe,0,0,0,0,0,0,0,,,214,
Sri Lanka,LKA,LKA4,Sanuthi Thedara,Hemachandra,0,0,0,0,0,0,0,,,214,
Lithuania,LTU,LTU1,Jovilė,Navickaitė,7,0,0,7,0,0,14,Honourable Mention,,119,72
Lithuania,LTU,LTU2,Dovilė,Saunorytė,5,0,0,0,0,0,5,,,187,115
Lithuania,LTU,LTU3,Kotryna,Mieldažytė,7,0,0,0,1,0,8,Honourable Mention,,168,101
Lithuania,LTU,LTU4,Rugilė,Dzindzalietaitė,7,1,0,7,1,0,16,Bronze Medal,,97,57
Luxembourg,LUX,LUX1,Kiah,Shah,7,1,0,2,1,0,11,Honourable Mention,,147,88
Luxembourg,LUX,LUX2,Vida,Sušelj,7,0,0,0,0,0,7,Honourable Mention,,178,108
Latvia,LVA,LVA1,Anna,Ugaine,5,0,0,7,2,0,14,Honourable Mention,,119,72
Latvia,LVA,LVA2,Diāna,Stecka,7,1,0,7,1,0,16,Bronze Medal,,97,57
Latvia,LVA,LVA3,Jelizaveta,Deņisova,4,0,0,0,2,0,6,,,185,113
Latvia,LVA,LVA4,Tīna,Muceniece,3,0,0,0,0,0,3,,,198,125
Republic of Moldova,MDA,MDA1,Laura,Șestacov,7,0,0,7,1,0,15,Bronze Medal,,114,68
Republic of Moldova,MDA,MDA2,Anastasia,Corsac,7,5,0,2,1,0,15,Bronze Medal,,114,68
Republic of Moldova,MDA,MDA3,Bianca,Iordachi,7,2,1,2,0,0,12,Honourable Mention,,133,80
Republic of Moldova,MDA,MDA4,Andreea,Francu,3,0,0,7,0,0,10,Honourable Mention,,156,92
Mexico,MEX,MEX1,Andrea Sarahí,Cascante Duarte,4,0,1,7,6,0,18,Bronze Medal,,74,
Mexico,MEX,MEX2,Ángela María,Flores Ruiz,3,0,1,7,3,0,14,Honourable Mention,,119,
Mexico,MEX,MEX3,Sofía Constanza,Santisteban Dávila,4,0,0,7,2,0,13,Honourable Mention,,127,
Mexico,MEX,MEX4,Alejandra,Muñoz Espín,7,5,0,2,1,0,15,Bronze Medal,,114,
North Macedonia,MKD,MKD1,Antonela,Vladeva,1,0,0,1,0,2,4,,,189,117
North Macedonia,MKD,MKD2,Ilina,Arsovska,2,0,0,1,1,0,4,,,189,117
North Macedonia,MKD,MKD3,Mihaela,Smilevska,3,0,0,0,1,0,4,,,189,117
North Macedonia,MKD,MKD4,Misha,Veselinski,5,0,0,7,0,0,12,Honourable Mention,,133,80
Mongolia,MNG,MNG1,Bolor,Naranbaatar,7,0,2,7,1,0,17,Bronze Medal,,90,
Mongolia,MNG,MNG2,Misheel,Ankhbayar,7,1,0,7,1,0,16,Bronze Medal,,97,
Mongolia,MNG,MNG3,Oyunbilig,Bandi,2,0,0,7,1,0,10,Honourable Mention,,156,
Mongolia,MNG,MNG4,Anu,Altangerel,7,1,0,7,1,0,16,Bronze Medal,,97,
Netherlands,NLD,NLD1,Wendy,Huang,6,2,1,7,2,0,18,Bronze Medal,,74,42
Netherlands,NLD,NLD2,Alina,Ju,7,0,0,7,2,0,16,Bronze Medal,,97,57
Netherlands,NLD,NLD3,Floortje,Lusthof,7,1,0,7,2,0,17,Bronze Medal,,90,52
Netherlands,NLD,NLD4,Lisa,Meij,7,2,0,7,1,0,17,Bronze Medal,,90,52
Norway,NOR,NOR1,Victoria Lund,Søraas,2,2,0,0,5,0,9,,,161,94
Norway,NOR,NOR2,Lovise Foss,Linnestad,7,0,0,2,2,0,11,Honourable Mention,,147,88
Norway,NOR,NOR3,Renate Lorena,Midtgård,7,1,0,2,1,0,11,Honourable Mention,,147,88
Norway,NOR,NOR4,Maryam,Modupeola Omobolanle Idowu,4,2,0,0,1,0,7,,,178,108
New Zealand,NZL,NZL1,Qiaojia,Chen,5,2,0,0,1,0,8,,,168,
New Zealand,NZL,NZL2,Ruishan,Chen,7,1,0,0,0,0,8,Honourable Mention,,168,
New Zealand,NZL,NZL3,Yixuan,Ning,7,1,0,7,1,1,17,Bronze Medal,,90,
New Zealand,NZL,NZL4,Sophie,Xu,4,0,0,7,1,0,12,Honourable Mention,,133,
Peru,PER,PER1,Dhamaris,Alarcon,7,0,3,7,7,0,24,Silver Medal,,37,
Peru,PER,PER2,Estrella,Zapata,7,2,0,7,4,0,20,Silver Medal,,61,
Peru,PER,PER3,Alisson,Morón,3,1,0,6,1,0,11,,,147,
Peru,PER,PER4,Luana,Vega,4,0,0,7,0,0,11,Honourable Mention,,147,
Poland,POL,POL1,Magdalena,Pudełko,7,7,7,7,7,2,37,Gold Medal,,3,1
Poland,POL,POL2,Aleksandra,Żyniewicz,7,1,0,7,2,2,19,Bronze Medal,,66,36
Poland,POL,POL3,Wiktoria,Bazan,6,0,0,7,5,0,18,Bronze Medal,,74,42
Poland,POL,POL4,Łucja,Łyziak,7,7,2,7,4,0,27,Gold Medal,,21,10
Romania,ROU,ROU1,Ioana,Stroe,7,1,1,7,2,0,18,Bronze Medal,,74,42
Romania,ROU,ROU2,Iustina,Diaconu,7,0,0,7,2,0,16,Bronze Medal,,97,57
Romania,ROU,ROU3,Ana,Boiangiu,7,0,7,7,1,0,22,Silver Medal,,49,27
Romania,ROU,ROU4,Aida,Mitroi,7,7,1,7,7,0,29,Gold Medal,,14,4
South Africa,SAF,SAF1,Yian,Xu,6,0,0,7,5,0,18,Bronze Medal,,74,
South Africa,SAF,SAF2,Ellen,Grant-Smith,7,1,2,7,1,0,18,Bronze Medal,,74,
South Africa,SAF,SAF3,Ruth,Trimble,7,3,0,2,1,0,13,Honourable Mention,,127,
South Africa,SAF,SAF4,Olivia,Castleden,3,1,0,2,1,0,7,,,178,
Saudi Arabia,SAU,SAU1,Fatimah,Buali,7,1,0,7,7,0,22,Silver Medal,,49,
Saudi Arabia,SAU,SAU2,Sarah,Aljughayman,7,0,0,6,3,0,16,Bronze Medal,,97,
Saudi Arabia,SAU,SAU3,Retaj,ALsaleh,3,0,0,7,2,0,12,Honourable Mention,,133,
Saudi Arabia,SAU,SAU4,Albatool,Alaidarous,7,0,0,3,2,0,12,Honourable Mention,,133,
Switzerland,SUI,SUI1,Evelyn,Ebneter,7,1,0,7,2,0,17,Bronze Medal,,90,52
Switzerland,SUI,SUI2,Myriam,Faltin,7,1,0,0,2,0,10,Honourable Mention,,156,92
Switzerland,SUI,SUI3,Hongjia,Meng,7,7,0,7,7,0,28,Gold Medal,,17,6
Switzerland,SUI,SUI4,Svenja,Felber,7,5,0,2,3,0,17,Bronze Medal,,90,52
Slovakia,SVK,SVK1,Lucia,Chladná,7,2,1,7,7,0,24,Silver Medal,,37,20
Slovakia,SVK,SVK2,Viktória,Krettová,6,2,0,7,3,0,18,Bronze Medal,,74,42
Slovakia,SVK,SVK3,Ivana,Kováčová,6,0,0,0,6,0,12,,,133,80
Slovakia,SVK,SVK4,Alena,Bálintová,5,0,0,2,1,0,8,,,168,101
Slovenia,SVN,SVN1,Ekaterina,Chizhova,7,7,0,7,2,2,25,Silver Medal,,32,17
Slovenia,SVN,SVN2,Sara,Ferreira,7,0,0,2,0,0,9,Honourable Mention,,161,94
Slovenia,SVN,SVN3,Patricia,Király,7,2,0,7,7,0,23,Silver Medal,,42,23
Slovenia,SVN,SVN4,Naja,Oblak,5,0,0,7,0,0,12,Honourable Mention,,133,80
Tunisia,TUN,TUN1,Eya,Mghaieth,0,0,0,0,0,0,0,,,214,
Tunisia,TUN,TUN2,Nouha,Jemel,4,0,0,2,1,0,7,,,178,
Tunisia,TUN,TUN3,Chayma,Ben Chaabane,1,0,0,0,0,0,1,,,211,
Tunisia,TUN,TUN4,Emna,Hamdi,3,0,0,7,0,0,10,Honourable Mention,,156,
Türkiye,TUR,TUR1,Bengisu,Demirbaş,7,2,0,7,4,0,20,Silver Medal,,61,33
Türkiye,TUR,TUR2,Defne,Hergül,7,7,1,7,5,2,29,Gold Medal,,14,4
Türkiye,TUR,TUR3,Ilgın,Şekerli,7,3,0,6,6,0,22,Silver Medal,,49,27
Türkiye,TUR,TUR4,Sude,Tuncer,7,0,0,6,1,0,14,Honourable Mention,,119,72
Taiwan,TWN,TWN1,Alice,Chen,7,7,1,7,5,0,27,Gold Medal,,21,
Taiwan,TWN,TWN2,Yun-chen,LIN,7,1,0,7,3,0,18,Bronze Medal,,74,
Taiwan,TWN,TWN3,Yohan,Wang,7,3,0,7,5,0,22,Silver Medal,,49,
Taiwan,TWN,TWN4,Qin-rou,Chiu,7,6,0,5,5,0,23,Silver Medal,,42,
Ukraine,UKR,UKR1,Milania,Akchurina,7,0,0,7,5,0,19,Bronze Medal,,66,36
Ukraine,UKR,UKR2,Dariia,Balan,7,1,1,7,7,4,27,Gold Medal,,21,10
Ukraine,UKR,UKR3,Daria,Perekopska,7,7,0,2,2,0,18,Bronze Medal,,74,42
Ukraine,UKR,UKR4,Kateryna,Sydorenko,4,0,1,2,0,0,7,,,178,108
United Kingdom,UNK,UNK1,Aanya,Goyal,7,7,0,7,1,0,22,Silver Medal,,49,27
United Kingdom,UNK,UNK2,Julia,Strekopytov,5,0,0,7,2,0,14,Honourable Mention,,119,72
United Kingdom,UNK,UNK3,Nanako,Ueda,7,7,1,7,5,0,27,Gold Medal,,21,10
United Kingdom,UNK,UNK4,Aurelia,Walker,7,7,1,7,4,0,26,Silver Medal,,28,14
United States of America,USA,USA1,Shruti,Arun,7,7,1,7,5,0,27,Gold Medal,,21,
United States of America,USA,USA2,Hannah,Fox,7,7,7,5,5,1,32,Gold Medal,,9,
United States of America,USA,USA3,Alansha,Jiang,7,7,2,7,5,2,30,Gold Medal,,12,
United States of America,USA,USA4,Angela,Liu,7,7,6,7,7,0,34,Gold Medal,,7,
Uzbekistan,UZB,UZB1,Dildora,Makhkamova,7,7,0,7,1,0,22,Silver Medal,,49,
Uzbekistan,UZB,UZB2,Nastarin,Kamolova,7,2,0,6,1,0,16,Bronze Medal,,97,
Uzbekistan,UZB,UZB3,Yorkinoy,Hasanova,6,0,0,6,1,0,13,,,127,
Uzbekistan,UZB,UZB4,Malika,Khojamuratova,7,1,0,7,1,0,16,Bronze Medal,,97,
