Country Name,Country Code,Contestant Code,Given Name,Family Name,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank,European Rank
Denmark,DEN,DEN4,Vic Rytter,Kjelde,7,0,0,1,0,0,8,Honourable Mention,,159,98
Ecuador,ECU,ECU1,María Paz,Rodríguez,1,0,0,1,1,0,3,,,217,
Ecuador,ECU,ECU2,Mia,Dunn,0,1,0,3,0,0,4,,,202,
Ecuador,ECU,ECU3,Paulina,Morales,0,0,0,0,0,0,0,,,247,
Ecuador,ECU,ECU4,Linna,Shen,2,0,0,0,0,0,2,,,225,
Spain,ESP,ESP1,Vera,Morancho Bargas,7,4,0,1,5,0,17,Bronze Medal,,70,40
Spain,ESP,ESP2,Violeta,Jaikin Zlobina,7,1,0,1,0,0,9,Honourable Mention,,147,91
Spain,ESP,ESP3,Claudia,García Navarro,2,2,0,1,0,0,5,,,193,120
Spain,ESP,ESP4,Liss Marian,Estevez Suárez,2,0,0,5,1,0,8,,,159,98
Estonia,EST,EST1,Kaisa,Joala,1,0,0,3,0,0,4,,,202,128
Estonia,EST,EST2,Marie Elise,Kuristik,1,1,0,5,0,0,7,,,173,106
Estonia,EST,EST3,Paula,Russak,7,1,0,2,0,0,10,Honourable Mention,,129,81
Estonia,EST,EST4,Triinu,Valdvee,2,1,0,1,0,0,4,,,202,128
Finland,FIN,FIN1,Amelie,Hao,7,2,0,7,3,0,19,Silver Medal,,48,25
Finland,FIN,FIN2,Mariia,Kurdina,1,2,0,2,0,0,5,,,193,120
Finland,FIN,FIN3,Mariia,Akimova,7,7,0,2,2,0,18,Silver Medal,,58,31
Finland,FIN,FIN4,Louna,Kiuru,5,2,0,0,0,0,7,,,173,106
France,FRA,FRA1,Ruirong,Li,7,3,0,7,7,0,24,Gold Medal,,18,8
France,FRA,FRA2,Thaïs,Champetier,0,0,0,1,0,0,1,,,236,153
France,FRA,FRA3,Inès,Fischler,7,2,0,7,0,0,16,Bronze Medal,,77,44
France,FRA,FRA4,Noemi,Kempe Regev,7,3,0,5,0,0,15,Bronze Medal,,90,53
France B,FRAB,FRAB1,Aminaa,Batsaikhan,7,1,0,1,0,0,9,Honourable Mention,,147,
France B,FRAB,FRAB2,Louise,Deloye,7,0,0,7,5,0,19,Silver Medal,,48,
France B,FRAB,FRAB3,Sidonie,Marquer Buffon,7,0,0,7,5,0,19,Silver Medal,,48,
France B,FRAB,FRAB4,Clémence,Pham,7,3,0,3,4,0,17,Bronze Medal,,70,
Georgia,GEO,GEO1,Barbare,Kuchava,3,0,0,2,0,0,5,,,193,120
Georgia,GEO,GEO2,Mariam,Tsagareli,0,0,0,5,0,0,5,,,193,120
Georgia,GEO,GEO3,Eliso,Machitidze,0,0,0,4,0,0,4,,,202,128
Georgia,GEO,GEO4,Rusudani,Kupatadze,2,0,1,4,0,0,7,,,173,106
Germany,GER,GER1,Ilsa,Freysoldt,7,7,0,7,0,0,21,Silver Medal,,36,19
Germany,GER,GER2,Rafiga,Gambarova,7,1,1,4,7,0,20,Silver Medal,,40,21
Germany,GER,GER3,Maike,Konang,7,7,0,7,1,0,22,Silver Medal,,31,16
Germany,GER,GER4,Dora,Yang,6,2,0,7,2,0,17,Bronze Medal,,70,40
Greece,HEL,HEL1,Maria Stefania,Koletta,0,1,0,4,2,0,7,,,173,106
Greece,HEL,HEL2,Lydia,Kratsa,1,0,0,4,1,0,6,,,190,118
Greece,HEL,HEL3,Maria Karolina,Vasilatou,1,0,0,1,0,0,2,,,225,146
Greece,HEL,HEL4,Ioanna,Zachou,2,0,0,1,7,0,10,Honourable Mention,,129,81
Croatia,HRV,HRV1,Maša,Dobrić,7,7,0,7,2,0,23,Gold Medal,,24,11
Croatia,HRV,HRV2,Mila,Maretić,6,7,1,5,7,0,26,Gold Medal,,10,2
Croatia,HRV,HRV3,Ita,Blašković,2,0,0,5,1,0,8,,,159,98
Croatia,HRV,HRV4,Antonela,Božić,7,0,0,4,0,0,11,Bronze Medal,,117,73
Hungary,HUN,HUN1,Noémi,Bodor,6,4,0,7,1,0,18,Silver Medal,,58,31
Hungary,HUN,HUN2,Dóra,Sárdinecz,7,4,2,1,2,0,16,Bronze Medal,,77,44
Hungary,HUN,HUN3,Vivien,Varga,7,3,1,2,1,0,14,Bronze Medal,,95,57
Hungary,HUN,HUN4,Yufan,Zhai,7,2,0,7,1,0,17,Bronze Medal,,70,40
Indonesia,IDN,IDN1,Danica,Odelia,7,7,4,7,7,0,32,Gold Medal,,6,
India,IND,IND1,Sanjana Philo,Chacko,7,2,3,7,1,0,20,Silver Medal,,40,
India,IND,IND2,Shreya Shantanu,Mundhada,7,7,5,7,2,7,35,Gold Medal,,3,
India,IND,IND3,Shrimoyee,Bera,0,0,3,4,2,0,9,,,147,
India,IND,IND4,Shivani,Barath Kumar,6,4,0,7,0,0,17,Bronze Medal,,70,
Ireland,IRL,IRL1,Siobhan,McGale,0,0,0,2,0,0,2,,,225,146
Ireland,IRL,IRL2,Aifric,Barron,6,2,0,1,0,0,9,,,147,91
Ireland,IRL,IRL3,Charlotte,Walmsley,5,0,0,3,1,0,9,,,147,91
Ireland,IRL,IRL4,Roisin,Spratt,6,1,0,4,0,0,11,Bronze Medal,,117,73
Iceland,ISL,ISL1,Mary Lilja,Ingimundarson,0,0,0,0,0,0,0,,,247,158
Iceland,ISL,ISL2,Snædís Hanna,Jensdóttir,0,1,0,0,0,0,1,,,236,153
Iceland,ISL,ISL3,Snædís,Jökulsdóttir,2,2,0,1,0,0,5,,,193,120
Iceland,ISL,ISL4,Nicole Jóna,Jóhannsdóttir,1,0,0,2,0,0,3,,,217,139
Israel,ISR,ISR1,Maya,Cohen,7,4,0,2,0,0,13,Bronze Medal,,102,
Israel,ISR,ISR2,Maya,Sarig,3,3,0,1,1,0,8,,,159,
Israel,ISR,ISR3,Ruth,Kozlovsky,0,2,5,1,0,0,8,,,159,
Israel,ISR,ISR4,Tamar,Stern,0,0,0,0,0,0,0,,,247,
Italy,ITA,ITA1,Barbara,Catino,7,2,0,1,4,0,14,Bronze Medal,,95,57
Italy,ITA,ITA2,Alice,Gemma,7,3,0,7,1,0,18,Silver Medal,,58,31
Italy,ITA,ITA3,Anna,Kazhamiakina,7,7,4,7,1,0,26,Gold Medal,,10,2
Italy,ITA,ITA4,Miriam,Pividori,7,3,0,1,1,7,19,Silver Medal,,48,25
Japan,JPN,JPN1,Rina,Hatachi,2,5,5,7,7,0,26,Gold Medal,,10,
Japan,JPN,JPN2,Haruka,Kimura,7,6,0,7,7,0,27,Gold Medal,,9,
Japan,JPN,JPN3,Nanami,Kurahashi,0,2,0,4,2,0,8,,,159,
Japan,JPN,JPN4,Yukina,Nakamoto,6,2,0,4,0,0,12,Bronze Medal,,107,
Kazakhstan,KAZ,KAZ1,Iuliia,Katunina,6,1,1,7,5,0,20,Silver Medal,,40,21
Kazakhstan,KAZ,KAZ2,Aruzhan,Batyrkhan,2,0,0,2,0,0,4,,,202,128
Kazakhstan,KAZ,KAZ3,Vera,Kotorova,6,2,0,7,1,0,16,Bronze Medal,,77,44
Kazakhstan,KAZ,KAZ4,Aruzhan,Kairat,7,3,0,2,7,0,19,Silver Medal,,48,25
Kyrgyzstan,KGZ,KGZ1,Ramilya,Bozova,0,0,0,2,0,0,2,,,225,
Kyrgyzstan,KGZ,KGZ2,Diana Valerevna,Kim,1,0,0,4,1,0,6,,,190,
Kyrgyzstan,KGZ,KGZ3,Angelina,Kim,1,0,0,0,0,0,1,,,236,
Kyrgyzstan,KGZ,KGZ4,Kamila,Aliyarova,6,0,0,1,5,0,12,Bronze Medal,,107,
Kosovo,KSV,KSV1,Vesa,Xhymshiti,2,0,0,7,0,0,9,Honourable Mention,,147,91
Kosovo,KSV,KSV2,Entela,Mirena,0,0,0,4,0,0,4,,,202,128
Kosovo,KSV,KSV3,Adela,Llapashtica,1,0,0,7,0,0,8,Honourable Mention,,159,98
Kosovo,KSV,KSV4,Dina,Maliqi,2,0,0,0,0,0,2,,,225,146
Sri Lanka,LKA,LKA1,Yara Daneen,Abu Zanaz,0,0,0,0,0,0,0,,,247,
Sri Lanka,LKA,LKA2,Vidasi Gayansa,Jayasinghe Arachchi,0,0,0,0,0,0,0,,,247,
Sri Lanka,LKA,LKA3,Tenuki Sinelika Bosirini,Manannalage,0,0,0,1,1,0,2,,,225,
Lithuania,LTU,LTU1,Saulė,Vaidelytė,6,0,0,1,0,0,7,,,173,106
Lithuania,LTU,LTU2,Miglė,Vydmontaitė,0,2,0,6,0,0,8,,,159,98
Lithuania,LTU,LTU3,Rugilė,Dzindzalietaitė,6,3,0,2,4,0,15,Bronze Medal,,90,53
Lithuania,LTU,LTU4,Dovilė,Saunorytė,7,1,0,4,0,0,12,Bronze Medal,,107,66
Luxembourg,LUX,LUX1,Kiah,Shah,0,0,0,7,2,0,9,Honourable Mention,,147,91
Latvia,LVA,LVA1,Diāna,Stecka,2,2,0,0,2,0,6,,,190,118
Latvia,LVA,LVA2,Jelizaveta,Deņisova,0,1,0,1,0,0,2,,,225,146
Latvia,LVA,LVA3,Tīna,Muceniece,2,1,0,7,0,0,10,Honourable Mention,,129,81
Latvia,LVA,LVA4,Kitija,Kampiņa,3,0,0,7,0,0,10,Honourable Mention,,129,81
Republic of Moldova,MDA,MDA1,Laura,Șestacov,3,0,0,7,0,0,10,Honourable Mention,,129,81
Republic of Moldova,MDA,MDA2,Paulina,Danu,2,0,0,7,1,0,10,Honourable Mention,,129,81
Republic of Moldova,MDA,MDA3,Laura,Iachimov,0,0,0,4,0,0,4,,,202,128
Republic of Moldova,MDA,MDA4,Ana,Manea,0,0,0,7,0,0,7,Honourable Mention,,173,106
Mexico,MEX,MEX1,Andrea Sarahí,Cascante Duarte,7,1,1,7,4,0,20,Silver Medal,,40,
Mexico,MEX,MEX2,Elisa,Villarreal Corona,4,1,1,7,0,0,13,Bronze Medal,,102,
Mexico,MEX,MEX3,Sofía Constanza,Santisteban Dávila,1,0,0,7,2,0,10,Honourable Mention,,129,
Mexico,MEX,MEX4,Dana Karen,Medina González,7,3,0,7,1,0,18,Silver Medal,,58,
North Macedonia,MKD,MKD1,Ana,Mitevska,5,0,0,1,1,0,7,,,173,106
North Macedonia,MKD,MKD2,Ilina,Arsovska,0,0,0,1,1,0,2,,,225,146
North Macedonia,MKD,MKD3,Tea,Angelova,0,0,0,3,0,0,3,,,217,139
North Macedonia,MKD,MKD4,Kalina,Grashkoska,6,0,0,4,0,0,10,,,129,81
Mongolia,MNG,MNG1,Bolor,Naranbaatar,7,0,0,1,1,0,9,Honourable Mention,,147,
Mongolia,MNG,MNG2,Anu,Altangerel,2,2,4,1,7,0,16,Bronze Medal,,77,
Mongolia,MNG,MNG3,Amin-Erdene,Munkhbayar,7,5,0,1,7,0,20,Silver Medal,,40,
Mongolia,MNG,MNG4,Javkhlanzaya,Turmunkh,6,2,0,7,7,0,22,Silver Medal,,31,
Nigeria,NGA,NGA1,Damaris Oluwasemilore,Oyerinde,0,0,0,0,0,0,0,,,247,
Nigeria,NGA,NGA2,Abasiofon Otobong,Sampson,0,0,0,4,0,0,4,,,202,
Nigeria,NGA,NGA3,Chimfumnanya Stephanie,Aghaduno,0,0,0,0,0,0,0,,,247,
Netherlands,NLD,NLD1,Alina,Ju,7,2,0,7,4,0,20,Silver Medal,,40,21
Netherlands,NLD,NLD2,Lisa,Meij,0,1,3,7,2,0,13,Bronze Medal,,102,64
Netherlands,NLD,NLD3,Fenne,Meijer,7,3,0,7,1,0,18,Silver Medal,,58,31
Netherlands,NLD,NLD4,Emily,Wen,1,0,0,3,0,0,4,,,202,128
Norway,NOR,NOR1,Victoria Lund,Søraas,7,2,0,7,0,0,16,Bronze Medal,,77,44
Norway,NOR,NOR2,Mariam,Eltrissi,0,0,0,0,0,0,0,,,247,158
Norway,NOR,NOR3,Cathy,Rong,1,0,0,0,0,0,1,,,236,153
Norway,NOR,NOR4,Ingrid Lærum,Winsnes,4,1,0,7,0,0,12,Bronze Medal,,107,66
New Zealand,NZL,NZL1,Ruishan Bella,Chen,7,1,0,1,0,0,9,Honourable Mention,,147,
New Zealand,NZL,NZL2,Isabelle Yixuan,Ning,7,2,0,1,0,0,10,Honourable Mention,,129,
New Zealand,NZL,NZL3,Jackie,Xu,0,1,0,4,0,0,5,,,193,
New Zealand,NZL,NZL4,Sophie,Xu,7,0,0,0,0,0,7,Honourable Mention,,173,
Peru,PER,PER1,Dhamaris,Alarcon,7,0,3,7,7,0,24,Gold Medal,,18,
Peru,PER,PER2,Delia Faviana,Esteban,2,0,0,7,2,0,11,Bronze Medal,,117,
Peru,PER,PER3,Joyce,Matias,4,0,0,4,2,0,10,,,129,
Peru,PER,PER4,Gianella,Camacho,1,0,0,7,2,0,10,Honourable Mention,,129,
Poland,POL,POL1,Maria,Janyska,7,1,0,4,2,0,14,Bronze Medal,,95,57
Poland,POL,POL2,Daria,Lobas,1,7,0,4,0,0,12,Bronze Medal,,107,66
Poland,POL,POL3,Łucja,Łyziak,7,2,5,1,4,0,19,Silver Medal,,48,25
Poland,POL,POL4,Zuzanna,Mosionek,6,1,1,2,0,0,10,,,129,81
Romania,ROU,ROU1,Aida,Mitroi,7,3,2,7,7,0,26,Gold Medal,,10,2
Romania,ROU,ROU2,Ioana,Stroe,7,0,0,7,0,0,14,Bronze Medal,,95,57
Romania,ROU,ROU3,Carina Maria,Viespescu,7,0,3,7,7,0,24,Gold Medal,,18,8
Romania,ROU,ROU4,Mălina-Carla,Pavel,7,7,0,7,7,2,30,Gold Medal,,7,1
Rwanda,RWA,RWA1,Audrey,Irakoze,0,0,1,0,0,0,1,,,236,
Rwanda,RWA,RWA2,Sonia,Keza,0,0,0,1,0,0,1,,,236,
Rwanda,RWA,RWA3,Imelda,Ikuzwe,5,0,0,2,1,0,8,,,159,
Rwanda,RWA,RWA4,Flora Elyse,Ineza,0,0,0,1,0,0,1,,,236,
South Africa,SAF,SAF1,Olivia,Castleden,7,0,0,1,0,0,8,Honourable Mention,,159,
South Africa,SAF,SAF2,Zixuan,Liu,2,1,0,4,0,0,7,,,173,
South Africa,SAF,SAF3,Anni,Luo,5,1,0,1,0,0,7,,,173,
South Africa,SAF,SAF4,Ruth Marguerite,Trimble,7,2,0,1,0,0,10,Honourable Mention,,129,
Saudi Arabia,SAU,SAU1,Tala,Tulbah,1,1,0,7,2,0,11,Bronze Medal,,117,
Saudi Arabia,SAU,SAU2,Albatool,Alaidarous,2,2,0,7,1,0,12,Bronze Medal,,107,
Saudi Arabia,SAU,SAU3,Lana,Nouri,3,0,0,0,1,0,4,,,202,
Saudi Arabia,SAU,SAU4,Fatimah,Almarhoun,1,0,0,7,1,0,9,Honourable Mention,,147,
Serbia,SRB,SRB1,Vanja,Jelovac,7,3,0,7,7,0,24,Gold Medal,,18,8
Serbia,SRB,SRB2,Irina,Stanišić,7,2,0,4,1,0,14,Bronze Medal,,95,57
Serbia,SRB,SRB3,Nina,Šušić,7,7,3,5,0,0,22,Silver Medal,,31,16
Serbia,SRB,SRB4,Mina,Pavlović,6,0,0,1,1,1,9,,,147,91
Switzerland,SUI,SUI1,Hongjia,Meng,7,2,0,7,7,0,23,Gold Medal,,24,11
Switzerland,SUI,SUI2,Svenja,Felber,7,3,0,4,2,0,16,Bronze Medal,,77,44
Switzerland,SUI,SUI3,Xiaomei,Xu,2,3,0,4,1,0,10,,,129,81
Switzerland,SUI,SUI4,Myriam,Faltin,0,2,0,7,0,0,9,Honourable Mention,,147,91
Slovakia,SVK,SVK1,Alena,Bálintová,7,3,0,7,1,0,18,Silver Medal,,58,31
Slovakia,SVK,SVK2,Alica,Jenčová,6,3,0,2,0,0,11,Bronze Medal,,117,73
Slovakia,SVK,SVK3,Ivana,Kováčová,2,1,0,1,1,0,5,,,193,120
Slovakia,SVK,SVK4,Jana,Oswaldová,1,2,0,1,0,0,4,,,202,128
Slovenia,SVN,SVN1,Ekaterina,Chizhova,7,2,0,7,7,0,23,Gold Medal,,24,11
Slovenia,SVN,SVN2,Tisa,Lombar,7,0,1,1,5,0,14,Bronze Medal,,95,57
Slovenia,SVN,SVN3,Naja,Oblak,7,0,0,7,1,0,15,Bronze Medal,,90,53
Slovenia,SVN,SVN4,Maja,Rihtaršič,3,0,0,4,0,0,7,,,173,106
Sweden,SWE,SWE1,Ellen,Engman Hytti,1,0,0,1,0,0,2,,,225,146
Sweden,SWE,SWE2,Jiayi,Liu,7,2,0,7,0,0,16,Bronze Medal,,77,44
Sweden,SWE,SWE3,Anastasiia,Saranchina,7,3,0,2,0,0,12,Bronze Medal,,107,66
Sweden,SWE,SWE4,Leshi,Zhang,6,0,0,0,5,0,11,Bronze Medal,,117,73
Tunisia,TUN,TUN1,Asma,Mejbri,0,0,0,1,0,0,1,,,236,
Tunisia,TUN,TUN2,Chahed,Temtem,0,0,0,0,0,0,0,,,247,
Tunisia,TUN,TUN3,Aya,Ben Yahia,0,0,0,0,0,0,0,,,247,
Tunisia,TUN,TUN4,Emna,Chelly Jbelia,0,0,0,0,0,0,0,,,247,
Türkiye,TUR,TUR1,Bengisu,Demirbaş,7,5,0,4,7,0,23,Gold Medal,,24,11
Türkiye,TUR,TUR2,Defne,Hergül,7,2,1,7,7,2,26,Gold Medal,,10,2
Türkiye,TUR,TUR3,Elif,Kiraz,7,3,1,7,1,0,19,Silver Medal,,48,25
Türkiye,TUR,TUR4,Ilgın,Şekerli,6,5,0,7,0,0,18,Silver Medal,,58,31
Taiwan,TWN,TWN1,Yun-Chao,Liu,4,2,0,4,0,0,10,,,129,
Taiwan,TWN,TWN2,Peng-En,Lu,7,2,1,4,7,0,21,Silver Medal,,36,
Taiwan,TWN,TWN3,Victoria,Sheung,6,7,0,7,0,1,21,Silver Medal,,36,
Taiwan,TWN,TWN4,Chen-Fei,Wu,7,0,0,4,4,0,15,Bronze Medal,,90,
Ukraine,UKR,UKR1,Dariia,Balan,7,3,0,7,2,0,19,Silver Medal,,48,25
Ukraine,UKR,UKR2,Viktoriia,Goncharenko,7,7,0,7,2,0,23,Gold Medal,,24,11
Ukraine,UKR,UKR3,Kateryna,Sydorenko,2,0,2,5,7,0,16,Bronze Medal,,77,44
Ukraine,UKR,UKR4,Alisa,Zagorodnieva,7,2,0,7,2,0,18,Silver Medal,,58,31
United Kingdom,UNK,UNK1,Keisha,Kwok,3,2,0,1,2,0,8,,,159,98
United Kingdom,UNK,UNK2,Leila,Liu,0,0,0,1,1,0,2,,,225,146
United Kingdom,UNK,UNK3,Emily,Shi,7,7,0,5,1,0,20,Silver Medal,,40,21
United Kingdom,UNK,UNK4,Teri,Xu,7,7,2,7,2,0,25,Gold Medal,,16,6
United States of America,USA,USA1,Catherine,Xu,7,7,1,7,2,0,24,Gold Medal,,18,
United States of America,USA,USA2,Ekam,Kaur,7,7,0,5,4,0,23,Gold Medal,,24,
United States of America,USA,USA3,Kailua,Cheng,7,7,0,2,2,0,18,Silver Medal,,58,
United States of America,USA,USA4,Xinyi,Li,7,7,1,2,2,0,19,Silver Medal,,48,
Uzbekistan,UZB,UZB1,Dildora,Makhkamova,6,4,0,4,2,0,16,Bronze Medal,,77,
Uzbekistan,UZB,UZB2,Nastarin,Kamolova,6,3,2,7,2,0,20,Silver Medal,,40,
Uzbekistan,UZB,UZB3,Dilnura,Safarova,0,0,1,4,2,0,7,,,173,
Uzbekistan,UZB,UZB4,Nihola,Yuldosheva,6,2,0,1,2,0,11,Bronze Medal,,117,
